ASPEN 1SW,DOY,Low Temp Average Last Week,High Temp Average Last Week,Precipitation Average Last Week,Snow Average Last Week,Snow
2/16/09,47,35.6,5.8,0.036,0.52,0
2/17/09,48,33.4,4.6,0.018,0.3,1.5
2/18/09,49,34.83333333,7.166666667,0.031666667,0.5,1
2/19/09,50,36,8,0.048333333,0.666666667,3
2/20/09,51,36.5,10,0.065,1.166666667,0
2/21/09,52,36.16666667,10.5,0.05,0.916666667,0
2/22/09,53,36.85714286,10.28571429,0.042857143,0.785714286,0
2/24/09,55,39.5,13,0.05,0.916666667,1
2/25/09,56,39.16666667,14.33333333,0.125,0.833333333,0
2/27/09,58,43.6,15.6,0.11,0.2,0
2/28/09,59,45.2,19.6,0.11,0.2,0
3/1/09,60,43,19.2,0.11,0.2,0
3/2/09,61,41.8,19.8,0.11,0.2,0
3/3/09,62,43.83333333,21.16666667,0.091666667,0.166666667,0
3/4/09,63,47.16666667,21.83333333,0,0,0
3/5/09,64,46.83333333,23.66666667,0,0,0
3/6/09,65,48,24.14285714,0,0,0
3/7/09,66,47.85714286,23.57142857,0,0,0.2
3/8/09,67,49.71428571,25.85714286,0.002857143,0.028571429,0.5
3/9/09,68,49.28571429,25.14285714,0.012857143,0.1,0
3/10/09,69,48.28571429,22.85714286,0.012857143,0.1,10.5
3/11/09,70,46.42857143,20,0.127142857,1.6,0
3/12/09,71,43.42857143,15.71428571,0.127142857,1.6,0
3/13/09,72,42,13.42857143,0.127142857,1.6,0
3/14/09,73,42.28571429,13.14285714,0.127142857,1.6,0
3/15/09,74,42.42857143,12.28571429,0.124285714,1.571428571,0
3/16/09,75,43.85714286,13.28571429,0.114285714,1.5,0
3/17/09,76,44,14.42857143,0.114285714,1.5,0
3/18/09,77,45.28571429,16.14285714,0,0,0
3/19/09,78,48.28571429,19.71428571,0,0,0
3/20/09,79,49.57142857,22.28571429,0,0,0
3/21/09,80,51.42857143,23.57142857,0,0,0
3/22/09,81,53.71428571,25.71428571,0,0,0
3/23/09,82,55.71428571,27.71428571,0,0,3
3/24/09,83,57.28571429,28.28571429,0.031428571,0.428571429,1.5
3/25/09,84,54.57142857,27.71428571,0.045714286,0.642857143,3
3/26/09,85,52.57142857,26.42857143,0.074285714,1.071428571,4.5
3/27/09,86,49.57142857,25.14285714,0.131428571,1.714285714,5.5
3/28/09,87,46,21.57142857,0.188571429,2.5,0
3/29/09,88,42.14285714,17.85714286,0.188571429,2.5,0
3/30/09,89,39.14285714,14.28571429,0.188571429,2.5,5
3/31/09,90,37.85714286,12.57142857,0.217142857,2.785714286,0
4/1/09,91,36.28571429,11,0.202857143,2.571428571,0.5
4/2/09,92,35.71428571,9.714285714,0.18,2.214285714,2
4/3/09,93,35.85714286,8.285714286,0.148571429,1.857142857,3
4/4/09,94,35.85714286,9,0.111428571,1.5,3
4/5/09,95,37.14285714,11.71428571,0.131428571,1.928571429,1
4/6/09,96,36,12.42857143,0.145714286,2.071428571,0
4/7/09,97,33.85714286,12,0.085714286,1.357142857,0
4/8/09,98,36.71428571,12.28571429,0.085714286,1.357142857,0
4/9/09,99,39.57142857,13.14285714,0.08,1.285714286,0
4/10/09,100,42.85714286,14.85714286,0.054285714,1,0
4/11/09,101,44.14285714,16.42857143,0.034285714,0.571428571,0
4/12/09,102,46.28571429,17.14285714,0.014285714,0.142857143,5
4/13/09,103,48.14285714,19.57142857,0.074285714,0.714285714,1
4/14/09,104,49.42857143,22,0.111428571,0.857142857,0
4/15/09,105,50.57142857,24.28571429,0.111428571,0.857142857,0
4/16/09,106,50.71428571,26.42857143,0.111428571,0.857142857,2
4/17/09,107,50.57142857,26.42857143,0.137142857,1.142857143,5
4/20/09,110,49,25.8,0.17,1.6,0
4/21/09,111,51.4,26,0.136,1.4,0
4/22/09,112,52.6,26.2,0.136,1.4,0
4/23/09,113,54.6,26.6,0.136,1.4,0
4/24/09,114,56.4,29.4,0.1,1,0
4/27/09,117,62.6,32.4,0.018,0,4.5
4/28/09,118,61,31,0.07,0.9,0
4/29/09,119,59.2,30,0.07,0.9,0
4/30/09,120,58.6,30.2,0.07,0.9,0
11/1/09,305,58.2,29.8,0.07,0.9,0
11/2/09,306,55.6,26,0.07,0.9,0
11/3/09,307,55.83333333,26.33333333,0.058333333,0.75,0
11/4/09,308,55.85714286,26.28571429,0.05,0.642857143,0
11/6/09,310,58.83333333,27.83333333,0,0,0
11/7/09,311,59.5,27.66666667,0,0,0
11/8/09,312,59.66666667,27.5,0,0,0
11/9/09,313,61.5,29.33333333,0,0,0
11/10/09,314,61.66666667,29,0,0,0
11/11/09,315,61.66666667,28.66666667,0,0,0
11/12/09,316,61.66666667,28.83333333,0,0,0
11/13/09,317,61.85714286,30,0,0,1.5
11/14/09,318,61,30,0.015714286,0.214285714,9
11/15/09,319,57.14285714,28.42857143,0.114285714,1.5,5.5
11/16/09,320,53.57142857,26.85714286,0.171428571,2.285714286,0
11/17/09,321,49.42857143,23.42857143,0.171428571,2.285714286,0
11/18/09,322,46.71428571,21.14285714,0.171428571,2.285714286,0
11/19/09,323,44.42857143,18.71428571,0.171428571,2.285714286,0
11/20/09,324,42.85714286,15.85714286,0.171428571,2.285714286,0
11/22/09,326,41.5,11,0.066666667,0.916666667,0.1
11/23/09,327,43.16666667,10.66666667,0.001666667,0.016666667,2.9
11/24/09,328,45.83333333,13.16666667,0.028333333,0.5,0
11/25/09,329,44.83333333,12.66666667,0.028333333,0.5,0
11/26/09,330,43.16666667,12.5,0.028333333,0.5,0
11/27/09,331,41,12.16666667,0.028333333,0.5,0
11/28/09,332,42,14,0.028333333,0.5,0
11/29/09,333,43.57142857,14.85714286,0.024285714,0.428571429,0
11/30/09,334,42.42857143,14.71428571,0.022857143,0.414285714,0
12/1/09,335,42,14.14285714,0,0,0
12/3/09,337,45.83333333,16.33333333,0,0,0.4
12/4/09,338,43.66666667,13,0.005,0.066666667,0
12/5/09,339,38.33333333,8.333333333,0.005,0.066666667,0
12/6/09,340,33.5,4.166666667,0.005,0.066666667,1.1
12/7/09,341,32,1.166666667,0.02,0.25,0.3
12/8/09,342,29.5,0.166666667,0.023333333,0.3,3.9
12/9/09,343,26.16666667,0.5,0.086666667,0.95,4.8
12/10/09,344,25.85714286,-0.857142857,0.131428571,1.5,0
12/11/09,345,24.42857143,-1.285714286,0.127142857,1.442857143,0
12/12/09,346,25.28571429,-0.857142857,0.127142857,1.442857143,0
12/13/09,347,26.42857143,0.142857143,0.127142857,1.442857143,2.5
12/14/09,348,26.71428571,3.428571429,0.135714286,1.642857143,2
12/16/09,350,27.5,2.666666667,0.116666667,1.55,0
12/17/09,351,29.5,5,0.05,0.75,0
12/18/09,352,30.66666667,8.166666667,0.05,0.75,0
12/19/09,353,33,11.5,0.05,0.75,0
12/21/09,355,33.2,8.8,0.03,0.4,0
12/22/09,356,35.2,8.4,0,0,0
12/23/09,357,36.16666667,8.833333333,0,0,4
12/24/09,358,37.66666667,11.66666667,0.043333333,0.666666667,2.5
12/25/09,359,39.33333333,11,0.071666667,1.083333333,0.1
12/26/09,360,36.16666667,8.333333333,0.073333333,1.1,0.1
12/27/09,361,33.5,8,0.075,1.116666667,0
12/28/09,362,32.14285714,6.428571429,0.064285714,0.957142857,0
12/29/09,363,30.57142857,4.714285714,0.064285714,0.957142857,0
12/30/09,364,29,3.142857143,0.064285714,0.957142857,0.9
12/31/09,365,27.42857143,1.428571429,0.04,0.514285714,3
1/1/10,1,26.42857143,2,0.035714286,0.585714286,0
1/2/10,2,27.42857143,2.285714286,0.034285714,0.571428571,0
1/3/10,3,29.85714286,5,0.032857143,0.557142857,2
1/4/10,4,31,7.571428571,0.054285714,0.842857143,0
1/5/10,5,31.57142857,8.428571429,0.054285714,0.842857143,0
1/6/10,6,32.42857143,9.428571429,0.054285714,0.842857143,0
1/7/10,7,33.42857143,9.714285714,0.041428571,0.714285714,2.5
1/8/10,8,34.85714286,9.857142857,0.035714286,0.642857143,0
1/9/10,9,35.42857143,9.285714286,0.035714286,0.642857143,0
1/10/10,10,34.42857143,6.285714286,0.035714286,0.642857143,0
1/11/10,11,34.85714286,5,0.014285714,0.357142857,0
1/12/10,12,35.57142857,5.142857143,0.014285714,0.357142857,0
1/13/10,13,36.42857143,5.285714286,0.014285714,0.357142857,0
1/14/10,14,37.28571429,4.857142857,0.014285714,0.357142857,0
1/15/10,15,38.71428571,5.285714286,0,0,0
1/17/10,17,41.66666667,9.333333333,0,0,0
1/18/10,18,42.5,10.16666667,0,0,0
1/19/10,19,43.33333333,11.33333333,0,0,0
1/21/10,21,41.2,12.4,0,0,0.1
1/22/10,22,39.8,11.6,0.002,0.02,2.1
1/23/10,23,39.2,14.4,0.03,0.44,2.5
1/24/10,24,38.83333333,14.33333333,0.055,0.783333333,1.8
1/25/10,25,37.33333333,14.83333333,0.075,1.083333333,0.2
1/26/10,26,33.83333333,13.16666667,0.08,1.116666667,0
1/27/10,27,32.5,12,0.08,1.116666667,1
1/28/10,28,32.42857143,11.57142857,0.077142857,1.1,0.2
1/29/10,29,32.14285714,12.28571429,0.08,1.114285714,0.4
1/30/10,30,32.71428571,10.85714286,0.065714286,0.871428571,0
1/31/10,31,33.14285714,10.14285714,0.04,0.514285714,0
2/1/10,32,34.57142857,9.571428571,0.022857143,0.257142857,0.3
2/2/10,33,36.42857143,10.71428571,0.021428571,0.271428571,0
2/3/10,34,37.57142857,10.85714286,0.021428571,0.271428571,0
2/4/10,35,38.28571429,10.14285714,0.012857143,0.128571429,1.2
2/5/10,36,38,9.285714286,0.018571429,0.271428571,0
2/6/10,37,36.85714286,8.857142857,0.012857143,0.214285714,0
2/7/10,38,37,9.428571429,0.012857143,0.214285714,0.2
2/8/10,39,36.14285714,10.14285714,0.018571429,0.242857143,1.1
2/9/10,40,35.28571429,10.85714286,0.021428571,0.357142857,0.1
2/10/10,41,35.14285714,10.14285714,0.024285714,0.371428571,0
2/11/10,42,34.85714286,9.857142857,0.024285714,0.371428571,0
2/12/10,43,35.42857143,10,0.014285714,0.2,0.5
2/13/10,44,35.14285714,10,0.017142857,0.271428571,2
2/14/10,45,34.14285714,10.14285714,0.028571429,0.557142857,1.8
2/15/10,46,33.57142857,9.428571429,0.044285714,0.785714286,0
2/16/10,47,34.14285714,7,0.038571429,0.628571429,2.3
2/17/10,48,33.14285714,7.285714286,0.057142857,0.942857143,0
2/18/10,49,33.85714286,8.714285714,0.057142857,0.942857143,0.5
2/19/10,50,32.85714286,9,0.06,1.014285714,2.5
2/20/10,51,34.14285714,9,0.081428571,1.3,6.5
2/21/10,52,34.28571429,9,0.158571429,1.942857143,4.5
2/22/10,53,35.28571429,10,0.197142857,2.328571429,7
2/23/10,54,34.71428571,11.57142857,0.252857143,3.328571429,0
2/24/10,55,35.14285714,10.57142857,0.231428571,3,0
2/25/10,56,34.14285714,8.714285714,0.231428571,3,2.9
2/26/10,57,35.71428571,8.571428571,0.251428571,3.342857143,2.2
2/27/10,58,35.14285714,9,0.244285714,3.3,0
2/28/10,59,35.71428571,8.142857143,0.155714286,2.371428571,0
3/1/10,60,36.28571429,8,0.095714286,1.728571429,0.8
3/2/10,61,38.42857143,9.857142857,0.045714286,0.842857143,0
3/3/10,62,40.57142857,12.71428571,0.045714286,0.842857143,0
3/4/10,63,42.28571429,15,0.045714286,0.842857143,0
3/5/10,64,43.28571429,15,0.022857143,0.428571429,1.5
3/6/10,65,45.71428571,14.71428571,0.024285714,0.328571429,0
3/7/10,66,46.28571429,15.71428571,0.024285714,0.328571429,0
3/8/10,67,47.28571429,16.28571429,0.024285714,0.328571429,0.9
3/9/10,68,48.28571429,16.42857143,0.031428571,0.342857143,0.3
3/10/10,69,46.85714286,17,0.062857143,0.385714286,0.7
3/11/10,70,46.42857143,17.85714286,0.065714286,0.485714286,3
3/12/10,71,45.14285714,19,0.09,0.914285714,0
3/13/10,72,42.85714286,18.71428571,0.071428571,0.7,0
3/14/10,73,42.57142857,18.28571429,0.071428571,0.7,0
3/15/10,74,43.28571429,18.85714286,0.071428571,0.7,0
3/16/10,75,42.14285714,17.85714286,0.058571429,0.571428571,0
3/17/10,76,44,18.14285714,0.027142857,0.528571429,0
3/18/10,77,45.57142857,18.28571429,0.024285714,0.428571429,0
3/19/10,78,47.85714286,18.71428571,0,0,5.5
3/20/10,79,50.42857143,20.57142857,0.064285714,0.785714286,4
3/21/10,80,48.85714286,19.14285714,0.111428571,1.357142857,0
3/22/10,81,46.14285714,16.85714286,0.111428571,1.357142857,0
3/23/10,82,46.85714286,15.71428571,0.111428571,1.357142857,0
3/24/10,83,47.71428571,15.57142857,0.111428571,1.357142857,4
3/25/10,84,46.28571429,15.14285714,0.175714286,1.928571429,0
3/26/10,85,44.42857143,14,0.175714286,1.928571429,0.3
3/27/10,86,43.42857143,12.71428571,0.114285714,1.185714286,5.5
3/28/10,87,45.14285714,15.14285714,0.114285714,1.4,0
3/29/10,88,45.85714286,16.14285714,0.114285714,1.4,0
3/30/10,89,46,17.85714286,0.114285714,1.4,0
3/31/10,90,46.42857143,19,0.114285714,1.4,0
4/1/10,91,49.42857143,21.28571429,0.05,0.828571429,0.5
4/2/10,92,50.28571429,23.57142857,0.055714286,0.9,4.2
4/3/10,93,48.28571429,23.14285714,0.11,1.457142857,0
4/4/10,94,47.57142857,22.71428571,0.062857143,0.671428571,1.9
4/6/10,96,47,23.83333333,0.096666667,1.1,6.5
4/7/10,97,45.5,22.66666667,0.173333333,2.183333333,1.1
4/8/10,98,39.66666667,19.83333333,0.205,2.366666667,0
4/9/10,99,38,17.5,0.198333333,2.283333333,0
4/10/10,100,40.83333333,18.33333333,0.131666667,1.583333333,0
4/11/10,101,44,19.83333333,0.131666667,1.583333333,0
4/12/10,102,47,21.66666667,0.108333333,1.266666667,0
4/13/10,103,49.14285714,23.57142857,0.092857143,1.085714286,0
4/14/10,104,51.14285714,24.42857143,0.027142857,0.157142857,0
4/15/10,105,53.28571429,24.42857143,0.004285714,0,0
4/16/10,106,56.14285714,26.14285714,0.004285714,0,0
4/17/10,107,58,28.14285714,0.004285714,0,0
4/18/10,108,59.14285714,29.28571429,0.035714286,0,0
4/19/10,109,58.85714286,28.85714286,0.048571429,0,0
4/20/10,110,58.85714286,28.28571429,0.048571429,0,0
4/21/10,111,59.14285714,29.28571429,0.048571429,0,0
4/22/10,112,62,31.71428571,0.044285714,0,1.3
4/23/10,113,62.57142857,31.71428571,0.088571429,0.185714286,3
4/24/10,114,60.42857143,31.14285714,0.124285714,0.614285714,6.5
4/25/10,115,57,30.28571429,0.19,1.542857143,0
4/26/10,116,56,30,0.177142857,1.542857143,0
4/27/10,117,54.28571429,29.71428571,0.197142857,1.542857143,0
4/28/10,118,52.71428571,28.85714286,0.197142857,1.542857143,0
4/29/10,119,52.42857143,28.14285714,0.197142857,1.542857143,8.5
4/30/10,120,51.71428571,27.28571429,0.251428571,2.571428571,2.9
11/1/10,305,49.42857143,25.71428571,0.261428571,2.557142857,2.2
11/2/10,306,50.71428571,25.71428571,0.187142857,1.942857143,0
11/3/10,307,50.42857143,25.57142857,0.187142857,1.942857143,0
11/4/10,308,51.28571429,25,0.167142857,1.942857143,0
11/5/10,309,51.85714286,25,0.167142857,1.942857143,0
11/6/10,310,51.14285714,24.71428571,0.167142857,1.942857143,0
11/7/10,311,51.28571429,25.85714286,0.068571429,0.728571429,0
11/8/10,312,55.71428571,28,0.022857143,0.314285714,0
11/9/10,313,56.14285714,28.14285714,0,0,2.8
11/10/10,314,58,28.42857143,0.024285714,0.4,0.5
11/11/10,315,55.28571429,26.57142857,0.031428571,0.471428571,0.6
11/12/10,316,52.71428571,24.42857143,0.04,0.557142857,0.3
11/13/10,317,49.28571429,22.57142857,0.041428571,0.6,0
11/15/10,319,42.5,18.66666667,0.048333333,0.7,1.5
11/16/10,320,39.66666667,17.83333333,0.058333333,0.95,3.1
11/17/10,321,35.16666667,16.66666667,0.073333333,1,1.6
11/18/10,322,35.5,17.33333333,0.088333333,1.183333333,0
11/19/10,323,35,17.5,0.078333333,1.083333333,0
11/20/10,324,37.66666667,18,0.076666667,1.033333333,0
11/21/10,325,40.83333333,19,0.076666667,1.033333333,4.2
11/22/10,326,42.57142857,19.42857143,0.11,1.485714286,5.7
11/23/10,327,45.14285714,17.28571429,0.172857143,2.085714286,0
11/24/10,328,43.42857143,14.71428571,0.135714286,1.642857143,7
11/25/10,329,43.14285714,12.85714286,0.178571429,2.414285714,1.2
11/26/10,330,39.71428571,9,0.192857143,2.585714286,0
11/27/10,331,35,5,0.192857143,2.585714286,0
11/28/10,332,31.71428571,2.714285714,0.192857143,2.585714286,0
11/29/10,333,29.85714286,0.857142857,0.148571429,1.985714286,2.1
11/30/10,334,26.71428571,1.571428571,0.09,1.471428571,0.3
12/4/10,338,30.25,6.75,0.0275,0.6,0
12/5/10,339,34,12.25,0.0275,0.6,0
12/6/10,340,35.25,17.25,0.0275,0.6,0
12/7/10,341,38.25,20,0.005,0.075,2
12/8/10,342,42.75,26.5,0.045,0.5,0
12/9/10,343,40.6,23.2,0.036,0.4,0
12/11/10,345,40.33333333,21,0.03,0.333333333,5
12/12/10,346,38.66666667,20,0.088333333,1.166666667,0
12/13/10,347,35.83333333,17.16666667,0.088333333,1.166666667,0
12/14/10,348,34.16666667,16.66666667,0.088333333,1.166666667,0
12/15/10,349,35.16666667,16.66666667,0.058333333,0.833333333,0
12/16/10,350,37,19.16666667,0.058333333,0.833333333,4.3
12/18/10,352,36.16666667,19.16666667,0.118333333,1.55,0.5
12/19/10,353,35.33333333,16.5,0.065,0.8,1.8
12/20/10,354,35.66666667,18.5,0.085,1.1,0
12/22/10,356,34.6,19,0.168,1.32,0
12/23/10,357,33.6,19.8,0.168,1.32,1.5
12/24/10,358,36.6,23.8,0.11,0.76,0
12/25/10,359,38.66666667,23.16666667,0.118333333,0.633333333,0
12/26/10,360,41.66666667,24.5,0.113333333,0.55,0
12/27/10,361,42.83333333,22.5,0.093333333,0.25,1.4
12/28/10,362,43.33333333,20.66666667,0.055,0.483333333,0
12/29/10,363,41.71428571,19,0.047142857,0.414285714,0
1/1/11,1,37.8,12,0.02,0.28,0.3
1/2/11,2,28.6,7,0.026,0.34,0
1/4/11,4,18.25,-2,0.0075,0.075,0
1/5/11,5,18,-2.5,0.0075,0.075,0.7
1/6/11,6,16,-3.25,0.01,0.25,0
1/7/11,7,17.6,-1.2,0.008,0.2,0
1/8/11,8,21.33333333,0.833333333,0.006666667,0.166666667,0
1/9/11,9,27.5,4.833333333,0.001666667,0.116666667,5.5
1/10/11,10,32.66666667,10.5,0.06,1.033333333,8.2
1/11/11,11,31.71428571,8.428571429,0.171428571,2.057142857,0
1/12/11,12,29,6,0.171428571,2.057142857,0
1/13/11,13,27.57142857,4.285714286,0.17,1.957142857,0
1/14/11,14,28.71428571,4.285714286,0.17,1.957142857,1.2
1/15/11,15,28.28571429,5.571428571,0.182857143,2.128571429,0
1/16/11,16,28,5.714285714,0.182857143,2.128571429,0
1/17/11,17,27.42857143,5,0.132857143,1.342857143,0.9
1/20/11,20,34.6,16.8,0.038,0.42,2.5
1/22/11,22,33,14.5,0.07,0.85,1.6
1/24/11,24,30.66666667,13.33333333,0.126666667,1.666666667,1.5
1/25/11,25,29.33333333,8,0.126666667,1.866666667,0
1/26/11,26,28.75,5.75,0.095,1.4,0.5
1/27/11,27,28,4.8,0.084,1.22,0
1/28/11,28,29.2,6.8,0.048,0.72,0
1/29/11,29,30.5,7.833333333,0.04,0.6,0
1/30/11,30,32.66666667,8,0.023333333,0.333333333,0
1/31/11,31,34.28571429,9,0.02,0.285714286,0
2/1/11,32,36.28571429,9.857142857,0.005714286,0.071428571,2.3
2/2/11,33,36.28571429,10.14285714,0.042857143,0.4,0.5
2/3/11,34,33.85714286,6.857142857,0.045714286,0.4,0
2/4/11,35,29.42857143,2.285714286,0.045714286,0.4,0
2/5/11,36,26.57142857,-1.571428571,0.045714286,0.4,4
2/6/11,37,24.14285714,-3.285714286,0.071428571,0.971428571,2.5
2/7/11,38,21.71428571,-5.142857143,0.097142857,1.328571429,0.2
2/8/11,39,18.85714286,-7.142857143,0.1,1.357142857,3.6
2/9/11,40,18.85714286,-5,0.105714286,1.542857143,6.1
2/10/11,41,20.42857143,-3.285714286,0.155714286,2.342857143,0
2/11/11,42,22,-1.714285714,0.155714286,2.342857143,0
2/12/11,43,22.71428571,-0.571428571,0.155714286,2.342857143,0
2/13/11,44,23.57142857,0.285714286,0.13,1.771428571,0
2/14/11,45,25.28571429,2.142857143,0.104285714,1.414285714,0
2/15/11,46,28.42857143,3.714285714,0.101428571,1.385714286,0
2/16/11,47,32.14285714,4.142857143,0.058571429,0.871428571,0
2/17/11,48,36.28571429,8.571428571,0,0,1.3
2/18/11,49,40.71428571,13.28571429,0.012857143,0.185714286,2.1
2/19/11,50,41.42857143,16.14285714,0.042857143,0.485714286,0
2/20/11,51,42.42857143,17.71428571,0.042857143,0.485714286,5
2/21/11,52,43,18.42857143,0.122857143,1.2,1
2/22/11,53,41,17.71428571,0.144285714,1.342857143,0
2/23/11,54,37.71428571,15.71428571,0.144285714,1.342857143,0
2/24/11,55,36.42857143,13.42857143,0.144285714,1.342857143,0.6
2/25/11,56,35.71428571,11.57142857,0.135714286,1.242857143,2
2/26/11,57,37,12.71428571,0.122857143,1.228571429,0.7
2/27/11,58,36.28571429,13.42857143,0.14,1.328571429,0
2/28/11,59,35.57142857,12.85714286,0.06,0.614285714,1.2
3/1/11,60,36.28571429,13.42857143,0.047142857,0.642857143,0
3/2/11,61,38.71428571,14.42857143,0.047142857,0.642857143,0
3/3/11,62,39.71428571,16.28571429,0.047142857,0.642857143,0
3/4/11,63,41,18,0.042857143,0.557142857,4.5
3/5/11,64,41.71428571,17.71428571,0.082857143,0.914285714,0
3/6/11,65,41.42857143,15.57142857,0.068571429,0.814285714,0
3/7/11,66,41.28571429,15.57142857,0.068571429,0.814285714,0.7
3/8/11,67,41.28571429,16.42857143,0.07,0.742857143,2
3/9/11,68,40.57142857,17.28571429,0.084285714,1.028571429,0
3/10/11,69,38.71428571,16.71428571,0.084285714,1.028571429,0
3/11/11,70,37.14285714,16.28571429,0.084285714,1.028571429,0
3/12/11,71,38.28571429,16.14285714,0.027142857,0.385714286,0
3/13/11,72,41.28571429,18.42857143,0.024285714,0.385714286,3.5
3/14/11,73,43.28571429,19.57142857,0.064285714,0.885714286,0
3/15/11,74,43.85714286,20,0.054285714,0.785714286,0
3/16/11,75,45.42857143,20.85714286,0.04,0.5,0
3/18/11,77,49.66666667,23.16666667,0.046666667,0.583333333,3.2
3/19/11,78,49.33333333,24,0.086666667,1.116666667,0
3/20/11,79,48.83333333,24,0.086666667,1.116666667,0
3/21/11,80,48.83333333,24.5,0.04,0.533333333,0
3/22/11,81,50.5,25.5,0.04,0.533333333,5
3/23/11,82,50.5,25.16666667,0.108333333,1.366666667,0.1
3/24/11,83,47.5,23.66666667,0.115,1.383333333,0
3/26/11,85,46.66666667,22.66666667,0.075,0.85,1.4
3/27/11,86,45.33333333,21.16666667,0.095,1.083333333,3.5
3/28/11,87,43.83333333,20.5,0.131666667,1.666666667,3
3/29/11,88,42.33333333,20.33333333,0.168333333,2.166666667,10
3/31/11,90,39.6,18.2,0.266,3.58,0
4/1/11,91,38.6,19.2,0.266,3.58,0
4/2/11,92,41,20.83333333,0.221666667,2.983333333,0
4/3/11,93,44.16666667,23.16666667,0.201666667,2.75,0
4/4/11,94,47.83333333,24.83333333,0.196666667,2.166666667,8.5
4/5/11,95,47.66666667,22.83333333,0.28,3.083333333,0
4/6/11,96,48.33333333,24,0.151666667,1.416666667,0
4/7/11,97,49.42857143,23.71428571,0.13,1.214285714,1
4/8/11,98,51.14285714,24.14285714,0.147142857,1.357142857,0
4/9/11,99,50.57142857,23.85714286,0.147142857,1.357142857,0
4/11/11,101,47,22.5,0.14,1.583333333,1
4/12/11,102,45.66666667,23.16666667,0.036666667,0.333333333,0
4/13/11,103,48.33333333,24,0.036666667,0.333333333,0
4/14/11,104,48.33333333,25,0.036666667,0.333333333,3
4/15/11,105,49.5,25.33333333,0.048333333,0.666666667,0
4/16/11,106,47.83333333,23,0.061666667,0.666666667,0
4/17/11,107,46.83333333,21.16666667,0.061666667,0.666666667,0
4/18/11,108,47.71428571,22.71428571,0.052857143,0.571428571,0
4/19/11,109,51.42857143,25.42857143,0.041428571,0.428571429,7.6
4/20/11,110,51.57142857,26.28571429,0.16,1.514285714,0.8
4/21/11,111,49.14285714,25.85714286,0.218571429,1.628571429,4.5
4/22/11,112,49,26.28571429,0.28,1.842857143,1.7
4/23/11,113,51,28.28571429,0.285714286,2.085714286,2.8
4/24/11,114,51.14285714,29.28571429,0.311428571,2.485714286,3.5
4/25/11,115,48.85714286,28.71428571,0.408571429,2.985714286,2
4/26/11,116,47.28571429,27.42857143,0.444285714,3.271428571,4.5
4/27/11,117,45.85714286,26.85714286,0.371428571,2.828571429,3
4/28/11,118,45.57142857,26.28571429,0.35,3.142857143,0
4/29/11,119,43.28571429,24.57142857,0.261428571,2.5,0
4/30/11,120,43.42857143,23.42857143,0.244285714,2.257142857,10.5
11/1/11,305,43.14285714,21.28571429,0.37,3.357142857,0
11/2/11,306,45.57142857,21.42857143,0.272857143,2.857142857,8
11/3/11,307,46.71428571,20.28571429,0.335714286,3.714285714,0
11/4/11,308,45.42857143,17.71428571,0.29,3.071428571,0
11/5/11,309,46,15.71428571,0.252857143,2.642857143,0
11/6/11,310,47.14285714,15.71428571,0.252857143,2.642857143,6
11/7/11,311,47,15.42857143,0.337142857,3.5,0
11/9/11,313,43.33333333,13.16666667,0.216666667,2.333333333,0
11/10/11,314,40,11.66666667,0.098333333,1,0
11/11/11,315,40.66666667,13,0.098333333,1,0
11/12/11,316,41.16666667,14.33333333,0.098333333,1,0
11/13/11,317,40.66666667,14.5,0.098333333,1,0
11/14/11,318,38.83333333,16.66666667,0.001666667,0,2.1
11/15/11,319,39.5,17.66666667,0.04,0.35,0
11/17/11,321,39.83333333,19.33333333,0.04,0.35,0
11/18/11,322,39.33333333,19.66666667,0.04,0.35,0
11/19/11,323,39.5,20.33333333,0.04,0.35,0
11/21/11,325,40.2,18.4,0.046,0.42,0
11/22/11,326,41.6,20.2,0,0,1
11/23/11,327,42.4,20.8,0.014,0.2,0
11/24/11,328,42.33333333,21.16666667,0.011666667,0.166666667,0
11/25/11,329,45.33333333,22,0.011666667,0.166666667,0.5
11/27/11,331,46.2,23,0.02,0.3,0
11/28/11,332,45.33333333,19.83333333,0.016666667,0.25,0
11/29/11,333,45.83333333,16.83333333,0.016666667,0.25,0
11/30/11,334,47.5,16.83333333,0.005,0.083333333,0
12/1/11,335,48.5,15.66666667,0.005,0.083333333,0
12/2/11,336,48.33333333,15.16666667,0.005,0.083333333,0
12/3/11,337,47.66666667,12.83333333,0,0,1.5
12/4/11,338,46.14285714,13,0.018571429,0.214285714,4
12/5/11,339,43.71428571,13.71428571,0.058571429,0.785714286,0
12/6/11,340,40.71428571,12.42857143,0.058571429,0.785714286,0
12/7/11,341,36.71428571,7.857142857,0.058571429,0.785714286,0
12/8/11,342,32.85714286,4.857142857,0.058571429,0.785714286,0
12/9/11,343,30.85714286,3,0.058571429,0.785714286,0
12/10/11,344,28.14285714,3.571428571,0.058571429,0.785714286,0
12/11/11,345,27.85714286,3.428571429,0.04,0.571428571,0
12/12/11,346,29.71428571,3.571428571,0,0,0
12/14/11,348,32.83333333,7,0,0,3.6
12/16/11,350,36,12.6,0.052,0.72,0
12/17/11,351,35.6,11.2,0.052,0.72,0
12/18/11,352,34.8,9.4,0.052,0.72,0
12/19/11,353,35.2,8.6,0.052,0.72,0
12/20/11,354,37,10.2,0.052,0.72,0
12/21/11,355,36.66666667,10,0.043333333,0.6,0
